uuid,quarter_hour_of_day,day_type,poi_type,duration,probability
ebd399fe-e64d-4480-8625-6eb7768945d4,44,weekday,leisure,60,1.0
07390ecf-15f2-465c-8bb6-c717c7872fa4,45,weekday,leisure,60,1.0
d6ffc09c-6d14-4db2-9228-d01f9f6c79e3,46,weekday,leisure,60,1.0
097ba219-166b-4957-b3fb-0b809a823dd9,47,weekday,leisure,60,1.0
50bb3dfe-0be1-440f-a29d-704aa752fbbf,48,weekday,leisure,60,1.0
6f634ea3-3a9d-4177-bdb4-e47beefe0d86,49,weekday,leisure,60,1.0
4f85aa78-1010-42e1-be87-be414fbd52f2,50,weekday,leisure,60,1.0
31025ebf-00a7-459a-8c8a-1beb9d9cca58,51,weekday,leisure,60,1.0
e12482b4-e7f8-4dff-b9ee-21b0b49225f7,52,weekday,leisure,60,1.0
048e061a-0eb9-4752-b0b3-82375981624d,53,weekday,leisure,60,1.0
e79caca1-d7d0-437c-96df-854e2d9eff2a,54,weekday,leisure,60,1.0
a2d4a826-f4d8-40ab-bf49-427d9529e434,55,weekday,leisure,60,1.0
c0861aa5-d69d-4fbc-acba-eca0c6be4ca4,56,weekday,leisure,60,1.0
fa35bd5d-6729-4666-a542-6c512463eb56,57,weekday,leisure,60,1.0
55ae6daf-be12-4082-9708-4823144799c0,58,weekday,leisure,60,1.0
56940517-2e70-4e49-9298-d2a52f5c13b3,59,weekday,leisure,60,1.0
ebd323e6-ce9d-4607-950d-d05147537a05,60,weekday,leisure,60,1.0
037aac53-ba65-4d6e-8a00-a1171c0700f9,61,weekday,leisure,60,1.0
d5b1d36e-14f3-4db4-8199-b2ed06670b2b,62,weekday,leisure,60,1.0
607a2268-b9e1-4aa8-939b-5ce08919cbe1,63,weekday,leisure,60,1.0
b52d26a5-e28a-4217-8438-640e5050e9f1,64,weekday,leisure,60,1.0
6214b5c2-607b-41f5-bfab-caf5c99ead96,65,weekday,leisure,60,1.0
a0c6d18c-6c23-4dc4-88d2-63f0c9c899eb,66,weekday,leisure,60,1.0
5a317296-e9a2-4a87-8c8a-1f30bda82ca0,67,weekday,leisure,60,1.0
c76a45b4-3dec-4946-ace3-26df54401a6d,68,weekday,leisure,60,1.0
d709c1a0-67fa-461a-af75-39c9acbbb95c,69,weekday,leisure,60,1.0
714f9fa2-1869-42ef-ad53-b67c606a66fa,70,weekday,leisure,60,1.0
97f56757-933b-479e-bbd7-45678217d772,71,weekday,leisure,60,1.0
b362b26e-15d1-4ee9-9ba1-f03a9f118b95,72,weekday,leisure,60,1.0
a960c6ec-1c3d-40c5-8d75-c26469e13350,73,weekday,leisure,60,1.0
227b6841-4f74-4fb5-8414-e723d7f00dde,74,weekday,leisure,60,1.0
c50ee94d-0998-4eb5-b4dc-ed453bc3ea30,75,weekday,leisure,60,1.0
678a353e-5c9d-4915-aaea-774877f4fdd1,76,weekday,leisure,60,1.0
b01d6912-b6c5-48ad-9563-5fb4598f4cfc,77,weekday,leisure,60,1.0
4383997e-59b0-4d49-82fe-0dbd14a90a20,78,weekday,leisure,60,1.0
8ae2375d-caa2-4126-87ee-3378e258ea21,79,weekday,leisure,60,1.0
517c3151-2718-4308-8a39-b1ddc3c0713b,80,weekday,leisure,60,1.0
8e7dcc65-6317-4504-87b0-15c6492f1a9a,81,weekday,leisure,60,1.0
f1dae824-d8b3-4869-ad50-b4d258dacac7,82,weekday,leisure,60,1.0
690db059-24f5-4bc4-b19c-c24a748679f3,83,weekday,leisure,60,1.0
1629e8ff-c02b-4f6a-a832-214513c03ddf,84,weekday,leisure,60,1.0
69038922-8bb1-440e-a926-5a97d11c8937,85,weekday,leisure,60,1.0
dec2f777-eb45-49ce-b72b-a22cb9311442,86,weekday,leisure,60,1.0
b763ce80-1d0f-4100-bb05-8f001f812317,87,weekday,leisure,60,1.0
a398c04a-6e7d-4807-9626-9246b6b6ce90,88,weekday,leisure,60,1.0
2fcb5027-6d7b-4509-85ba-16e09583dce3,89,weekday,leisure,60,1.0
de2d621c-8e4d-4ec8-a548-ae4e532f8515,90,weekday,leisure,60,1.0
c63f83b6-faeb-4099-bfb1-ddd18df3f093,91,weekday,leisure,60,1.0
5456a6cd-6cac-491b-8b03-8f4da8b75350,92,weekday,leisure,60,1.0
aa8675f7-d164-4467-aca8-49a901b7a2ec,93,weekday,leisure,60,1.0
c45e1a0c-3eeb-4c5b-8527-ec554d98be4d,94,weekday,leisure,60,1.0
8b1458c2-43f8-4cb3-b68d-f0debc801217,95,weekday,leisure,60,1.0
9c18aa01-aa95-410f-9c68-4a6e02d372b2,0,weekday,other,60,1.0
d716ce69-8006-45e2-9196-d1278460590d,1,weekday,other,60,1.0
002948c7-02b9-4ace-bef9-452e2ca67367,2,weekday,other,60,1.0
01c022ce-0c53-4913-86b3-4bb3d0736f01,3,weekday,other,60,1.0
cfdb8962-a121-4ea1-aed5-f2b9a90235bc,4,weekday,other,60,1.0
98bdf485-babc-4677-9de8-c3f7d11f7766,5,weekday,other,60,1.0
cc374b1a-586d-45bf-9483-30f5c3ffd410,6,weekday,other,60,1.0
c4ef7921-f8cd-4860-8f19-ee328d9f05d8,7,weekday,other,60,1.0
26dd8d40-6660-48ab-8d79-f769ee5a1f19,8,weekday,other,60,1.0
4d29fa2d-1aad-4018-af81-83a6477ed53f,9,weekday,other,60,1.0
220f6242-80fb-4003-ac26-0cc06676d05c,10,weekday,other,60,1.0
7f38bfe3-07e4-4467-976c-c67e632ea891,11,weekday,other,60,1.0
80a53689-16fd-4065-9a0a-f5cea905838a,12,weekday,other,60,1.0
6f4d403a-8666-4c79-9705-940ce551e2e2,13,weekday,other,60,1.0
b35dcb82-903b-4977-9541-7db5be0ba13f,14,weekday,other,60,1.0
04907998-356e-43ce-ac66-6e664a4d7ce0,15,weekday,other,60,1.0
3bc64e89-489c-41c2-9ccd-1133eb3db1f7,16,weekday,other,60,1.0
c5496e18-f29d-450c-bf1f-4c1b3d3c117f,17,weekday,other,60,1.0
df824ac8-6844-405e-948b-d169769c17cb,18,weekday,other,60,1.0
65a8f3f7-2616-4ef0-89d2-3307dbea82be,19,weekday,other,60,1.0
975c14df-6b6e-4f98-944d-33c690ccbe41,20,weekday,other,60,1.0
ef80a254-7bb9-4c3b-80ea-5ec93133db90,21,weekday,other,60,1.0
782efae1-05b7-49a5-932a-524e0407347f,22,weekday,other,60,1.0
545041ea-3238-46bb-997b-2f99547708e0,23,weekday,other,60,1.0
ff27b7e8-7c20-4358-9366-b75ea4f56720,24,weekday,other,60,1.0
b5e45386-a3b3-4a9e-8090-c533700bf9b6,25,weekday,other,60,1.0
5d75ff99-f55a-4685-8f1d-c6d7fbda01b0,26,weekday,other,60,1.0
9c2ae049-5aba-4c16-9449-c85b9555ca3b,27,weekday,other,60,1.0
b23eb3e1-f1fc-413a-9da8-80fa791466f1,28,weekday,other,60,1.0
a1ec0de5-b6c6-4b36-9618-ea863d9e9fad,29,weekday,other,60,1.0
d1918355-f0c7-4429-a0a2-5052e13f10a5,30,weekday,other,60,1.0
78591d22-460f-46d5-a6b3-2d3f882e37c5,31,weekday,other,60,1.0
0958aadd-66e6-4084-8dde-932ecc25e8e0,32,weekday,other,60,1.0
afbecb31-c3f1-4e56-b12d-4f56b8f64c86,33,weekday,other,60,1.0
f031742f-57d9-400f-ac44-182b25fda666,34,weekday,other,60,1.0
cf4d14b5-11f4-4f7f-9527-c4e36421af10,35,weekday,other,60,1.0
60355f72-55bc-4e3b-afd3-65036a7c1ec7,36,weekday,other,60,1.0
53a95702-a3e0-4ab2-80ae-5e43ff2d8812,37,weekday,other,60,1.0
e4c1517b-305f-4dce-bc97-c8978179ca9b,38,weekday,other,60,1.0
fcac0440-7d15-4613-a811-ac07532be065,39,weekday,other,60,1.0
547fae1c-774c-4368-9769-7dfbcf1b142c,40,weekday,other,60,1.0
a0b5b515-dc43-44f2-b98a-2ce8b5511d03,41,weekday,other,60,1.0
8385d77e-63fd-4c7d-ae4d-ca85184aeaa0,42,weekday,other,60,1.0
64fd0ab5-b3dd-4fac-8861-ebaaa382c936,43,weekday,other,60,1.0
dfa2f29b-740e-4ca7-9e7a-8c88f7af5b44,44,weekday,other,60,1.0
e74c9cd0-5bf0-4344-9af5-e4adf9117e13,45,weekday,other,60,1.0
5974ce3c-5207-4530-b7b8-7e225a854aeb,46,weekday,other,60,1.0
be23a9bd-6a0b-420a-8744-fd2f26c6914d,47,weekday,other,60,1.0
38a9bba9-3822-486d-b057-1b4003366be3,48,weekday,other,60,1.0
d49e7bfe-3404-45d4-8609-03e740302e22,49,weekday,other,60,1.0
f63b3634-d1f0-42b5-b267-2672ad0c34e3,50,weekday,other,60,1.0
40f0131d-1828-4ce9-99c9-d03934bb43b5,51,weekday,other,60,1.0
23b1671b-f4ac-4660-b72d-a01d74804845,52,weekday,other,60,1.0
7ed77417-9fea-464b-8663-f738f8a25c2c,53,weekday,other,60,1.0
4d6bda0d-9b1e-4617-a179-7dba56fe7f07,54,weekday,other,60,1.0
be32453e-9608-4ec1-9ecd-1f0607d57983,55,weekday,other,60,1.0
b1ab6391-b21e-49b2-8556-465a85d5fbd4,56,weekday,other,60,1.0
aa2032b1-aaa8-48d4-a0e6-b6cbfbff4d84,57,weekday,other,60,1.0
97a1fe87-5667-4f32-887f-b332cc17ee95,58,weekday,other,60,1.0
978fe8ae-fdb0-4bc0-ba91-685efa795e79,59,weekday,other,60,1.0
4b1150bd-b8cc-4f95-9d59-d03bd0046278,60,weekday,other,60,1.0
0d379e96-e6d9-4600-8e11-ee256efcc34e,61,weekday,other,60,1.0
dec7484b-0ba9-40c8-8b5f-0059b65c7a4f,62,weekday,other,60,1.0
f26cfe13-2f5e-4c18-aecc-f71d422b3eac,63,weekday,other,60,1.0
d4b613ca-7b3b-4e19-a752-61142802ed03,64,weekday,other,60,1.0
3bb12dc1-f5c5-4beb-a506-665107355ad4,65,weekday,other,60,1.0
c224a289-613e-424a-bddb-503f2df72ce3,66,weekday,other,60,1.0
e9dd58a2-d271-4229-a4b4-a551f2728ece,67,weekday,other,60,1.0
b01d24b9-3153-486f-a0a2-dae36388da03,68,weekday,other,60,1.0
eceeb53e-d34f-4cc9-8a00-df5331f72536,69,weekday,other,60,1.0
60eaa0b5-64ff-4aa6-86a7-c7fc2ca1b6f4,70,weekday,other,60,1.0
cf61daf0-8d9c-4b3d-a986-d2449db0f483,71,weekday,other,60,1.0
bd0364a4-36f7-4b51-a810-a7e374e9fcd5,72,weekday,other,60,1.0
aa87c8a7-1d4f-43cb-9576-cf895da40660,73,weekday,other,60,1.0
c1c2103e-af81-4ee0-a7ba-38b5eb2e8ee8,74,weekday,other,60,1.0
22bd0309-5ad0-4cad-972c-500128fe6e95,75,weekday,other,60,1.0
94b95f2a-ebdc-4039-a4b9-f055f47bab25,76,weekday,other,60,1.0
bcf977ec-042b-40e0-84db-04ed34eb34f5,77,weekday,other,60,1.0
e3108466-009d-4b28-9623-f65e88c59def,78,weekday,other,60,1.0
aa9bfa76-5fd1-4ba9-a1aa-99103226ba1c,79,weekday,other,60,1.0
495d8ca3-3538-4345-b45a-a4036f38f500,80,weekday,other,60,1.0
20b4b729-3caa-4076-9764-e48d0fe1b2e0,81,weekday,other,60,1.0
303bdb92-4c73-4acd-95ef-2e22bc7c1aee,82,weekday,other,60,1.0
c2a824d9-bc7b-4810-b636-be1a949db8f1,83,weekday,other,60,1.0
126c0aa3-1207-4255-98e9-3073ab04820b,84,weekday,other,60,1.0
f79a8034-be33-475e-83ed-6be310cbd3c5,85,weekday,other,60,1.0
1bd6dc68-3d1b-4c08-80a8-f01b33da1c14,86,weekday,other,60,1.0
19aaaab7-719f-4d81-86c1-3bb3ae7af695,87,weekday,other,60,1.0
ff9d8b41-8c51-402f-adfb-84c81b243fab,88,weekday,other,60,1.0
001808a1-f1e7-41a2-b7ee-a4f859196b22,89,weekday,other,60,1.0
923d9f4b-f32c-4ef2-8299-6c751ac8a117,90,weekday,other,60,1.0
d9f5a782-5c4a-4e88-b210-1ebb6f020774,91,weekday,other,60,1.0
d26acafb-31f4-4096-ba43-3fc5b1b09492,92,weekday,other,60,1.0
226fd8b4-7808-41c3-a728-9da108a2602a,93,weekday,other,60,1.0
a74b217d-1d58-488e-ac81-75868b8a6464,94,weekday,other,60,1.0
aafb4667-c39c-4d0f-8214-98c11013315c,95,weekday,other,60,1.0
5f6c41c6-f844-499b-8f46-ec4983eaa027,0,weekday,charging_hub_town,60,1.0
43451d65-63d3-473c-9bfc-f8bcf0880db9,1,weekday,charging_hub_town,60,1.0
2576a50e-ca5f-4eeb-8243-6619b8b7e89b,2,weekday,charging_hub_town,60,1.0
a467a922-53ed-4357-ad54-4aff485c755b,3,weekday,charging_hub_town,60,1.0
9c49502e-40e0-48da-99f3-01d65c99384d,4,weekday,charging_hub_town,60,1.0
ee0ba83c-9416-4d84-b650-017114216d1a,5,weekday,charging_hub_town,60,1.0
69a5c462-db18-4f20-abad-8f1cf4020ea5,6,weekday,charging_hub_town,60,1.0
63890044-aec4-4514-8ebb-5073dbe81c30,7,weekday,charging_hub_town,60,1.0
aeb4eddf-0ee0-43eb-a327-56939cb09445,8,weekday,charging_hub_town,60,1.0
854cbc24-9597-4457-a0d7-0327db900127,9,weekday,charging_hub_town,60,1.0
abbc9d77-191d-46dd-b077-b6e532204b54,10,weekday,charging_hub_town,60,1.0
b5672b02-04dd-42a3-b57f-526702f5f84d,11,weekday,charging_hub_town,60,1.0
c41d39b0-12c9-41c3-a8f9-c47ba2ff57bd,12,weekday,charging_hub_town,60,1.0
5d15913e-2845-445b-ac1f-7f341fecec07,13,weekday,charging_hub_town,60,1.0
9da14296-9f9e-4b82-885e-f617bb010f0f,14,weekday,charging_hub_town,60,1.0
c4441ce1-931b-40e3-a4f2-511fef5411e6,15,weekday,charging_hub_town,60,1.0
e26d0491-4753-40ab-9d5c-c83b9f91032a,16,weekday,charging_hub_town,60,1.0
3ca5b746-4fbb-4b82-b57e-a20971cca2e5,17,weekday,charging_hub_town,60,1.0
9c54c7be-5f51-455e-bf19-f1be37001d74,18,weekday,charging_hub_town,60,1.0
ff7dffdb-23e9-4afa-add9-4d1b9c99c2c4,19,weekday,charging_hub_town,60,1.0
c7a7c48e-d0c0-4f00-9c1e-b33004b5c177,20,weekday,charging_hub_town,60,1.0
d7f7f9f7-96b8-435a-a80f-8e94b95f8615,21,weekday,charging_hub_town,60,1.0
b5a83a64-82b6-4d26-bbbb-b801a1f5426c,22,weekday,charging_hub_town,60,1.0
67180e6d-b5b8-4763-9821-056abdab78e7,23,weekday,charging_hub_town,60,1.0
8d476647-eb8f-449d-9e98-7bfac3e37a56,24,weekday,charging_hub_town,60,1.0
1d9e4d3d-8b42-4e64-bf5a-6a115be65a4e,25,weekday,charging_hub_town,60,1.0
01c7df61-3ac4-4064-926f-276ee3937a80,26,weekday,charging_hub_town,60,1.0
f7de134a-ddb5-4aeb-82c9-14460c89a68e,27,weekday,charging_hub_town,60,1.0
cae0f146-fec0-4787-b4bf-392a5489a538,28,weekday,charging_hub_town,60,1.0
6cedcbf1-38ad-4d0a-a9aa-8c07bc5f4027,29,weekday,charging_hub_town,60,1.0
d7ff58f6-266b-4e54-8b1f-299c445ff8e1,30,weekday,charging_hub_town,60,1.0
00593a5b-3e47-49de-969f-16d76b460e8e,31,weekday,charging_hub_town,60,1.0
b322f27d-5508-4008-ba78-e486a731923d,32,weekday,charging_hub_town,60,1.0
632343f4-c0b6-41ea-9655-93db50be3be0,33,weekday,charging_hub_town,60,1.0
92d0ea10-cba4-4aa9-86d1-cc2dec0f8288,34,weekday,charging_hub_town,60,1.0
eb3d15c2-99ed-45b2-a264-90a070c122cc,35,weekday,charging_hub_town,60,1.0
c7826601-c990-4c11-861c-6378c678104b,36,weekday,charging_hub_town,60,1.0
0e358aef-38f1-4fe9-9208-e45e68da80f7,37,weekday,charging_hub_town,60,1.0
03eebe51-41e3-4dc6-8889-e6d4c9a92492,38,weekday,charging_hub_town,60,1.0
d0e852a7-b50a-4dd7-a865-1ce0cadf3e14,39,weekday,charging_hub_town,60,1.0
3c6f66d6-5241-4799-b140-0701e45836c2,40,weekday,charging_hub_town,60,1.0
43f227cc-a59e-4b3d-a8cb-00e2986138e8,41,weekday,charging_hub_town,60,1.0
566212bf-ed95-4730-bbe1-9cf0115cf271,42,weekday,charging_hub_town,60,1.0
4d046dfd-7a0a-4cf5-aa35-bbd7da043854,43,weekday,charging_hub_town,60,1.0
36e5b212-bd80-4af1-9df2-00176ca2b323,44,weekday,charging_hub_town,60,1.0
0100753e-a9a0-4e7f-88db-c98f27a628c4,45,weekday,charging_hub_town,60,1.0
7a8b0518-577c-4149-ad96-42823a7798b2,46,weekday,charging_hub_town,60,1.0
21a47d8c-e03a-412d-94c7-ecd3e75c384b,47,weekday,charging_hub_town,60,1.0
0bdfcb51-5b87-430a-8bb9-61c49bd5456a,48,weekday,charging_hub_town,60,1.0
d7d967b3-0ecb-4424-92ff-a06fddc1ccbc,49,weekday,charging_hub_town,60,1.0
c8241287-04b8-4e4a-9ffa-45506e7c6730,50,weekday,charging_hub_town,60,1.0
a7534e22-cea1-4ed8-8254-9ef57f61ee1d,51,weekday,charging_hub_town,60,1.0
d775d68c-cd6e-4287-8665-0404d0ad17d8,52,weekday,charging_hub_town,60,1.0
eaa99bf6-e632-4262-86e2-94f7f89e9b48,53,weekday,charging_hub_town,60,1.0
41b5bb50-1485-4dfa-84d7-f37ec0593f07,54,weekday,charging_hub_town,60,1.0
e38697c4-22d1-4436-bb55-5361ec563b76,55,weekday,charging_hub_town,60,1.0
c58e4b54-6888-4bc1-9193-79a92b1e89e0,56,weekday,charging_hub_town,60,1.0
b6a5f390-94fe-4bac-890d-c4ea5caba334,57,weekday,charging_hub_town,60,1.0
d6507454-8b1a-490b-b57f-1d95b11b7921,58,weekday,charging_hub_town,60,1.0
d887b7fe-3b17-47f1-a10a-7a80a1ae7733,59,weekday,charging_hub_town,60,1.0
2371e5fa-7b64-4246-9f97-6d63aa7e500d,60,weekday,charging_hub_town,60,1.0
a60a89fa-ce04-41ab-bb21-c9e6c436daed,61,weekday,charging_hub_town,60,1.0
1d9de758-8242-40c9-8d72-4ca0ea52b5e8,62,weekday,charging_hub_town,60,1.0
2e25dc0a-bcf9-4c02-90fa-8c39e754511d,63,weekday,charging_hub_town,60,1.0
fb702c61-54f9-4ccf-a04f-cc0c4adcb562,64,weekday,charging_hub_town,60,1.0
a38b957f-e3de-4839-8cb8-fd5e5763bb36,65,weekday,charging_hub_town,60,1.0
32937c29-7c60-43c0-8a3a-04b927864ca9,66,weekday,charging_hub_town,60,1.0
0b6d10d8-88be-4ca3-a73c-ad37a19c8fc9,67,weekday,charging_hub_town,60,1.0
0fa9af8f-9f94-4b8f-9b32-3d64a71910d8,68,weekday,charging_hub_town,60,1.0
1e88337f-668f-4ead-8284-fbe6484e670a,69,weekday,charging_hub_town,60,1.0
4321633d-3666-4580-8c5c-f1da4efbb980,70,weekday,charging_hub_town,60,1.0
03a9f83d-f85f-40eb-8caf-718a31c2ab05,71,weekday,charging_hub_town,60,1.0
b211aed4-50ae-4ea6-b944-4eb337c9d8a5,72,weekday,charging_hub_town,60,1.0
057d8132-6289-4335-9fa2-fcb0f2f761f8,73,weekday,charging_hub_town,60,1.0
d1314709-45cc-4ef9-b3fb-35202a29b1e8,74,weekday,charging_hub_town,60,1.0
2621f68a-b48b-4fc5-bd27-af4929db0c3b,75,weekday,charging_hub_town,60,1.0
3f78fdea-000f-480a-80ba-046f2b07742c,76,weekday,charging_hub_town,60,1.0
f008e445-ca83-4ea4-b4e0-b63210e68a94,77,weekday,charging_hub_town,60,1.0
e0df24e5-a6e5-4103-90dc-203b258af7f5,78,weekday,charging_hub_town,60,1.0
99c877c7-c310-4015-b537-20a199a051ce,79,weekday,charging_hub_town,60,1.0
07643b30-21e3-4263-b97f-5ef47039f8cc,80,weekday,charging_hub_town,60,1.0
87aa0774-17ae-43ff-a318-19afb39a47dc,81,weekday,charging_hub_town,60,1.0
cfb767a3-ace0-4e87-9d88-0af02247268a,82,weekday,charging_hub_town,60,1.0
04fbfb3a-3fbb-4f4c-b9bd-42402eadf912,83,weekday,charging_hub_town,60,1.0
2fd42de6-d597-4c78-be1c-46076787b257,84,weekday,charging_hub_town,60,1.0
e6122b3a-4ab2-4c25-91c0-013fe1d0d77a,85,weekday,charging_hub_town,60,1.0
619ed33a-bb06-4827-baf6-a01e456f7185,86,weekday,charging_hub_town,60,1.0
ad0f98ae-b335-46fd-b7cd-f2993d8afd68,87,weekday,charging_hub_town,60,1.0
4ff5b992-bea2-4f6f-ab5b-a370cece6c14,88,weekday,charging_hub_town,60,1.0
5a7058d3-0b7c-4e18-913f-0a96e75d0487,89,weekday,charging_hub_town,60,1.0
dc526022-af91-4e2a-bf72-812179cef49b,90,weekday,charging_hub_town,60,1.0
d1425743-3ecc-4a29-98cb-1032005221f3,91,weekday,charging_hub_town,60,1.0
1b4ba346-f639-47b6-90dd-182838a0078f,92,weekday,charging_hub_town,60,1.0
88d23696-bafb-4536-b7de-38e7a524cbfc,93,weekday,charging_hub_town,60,1.0
7a789a2b-bbe5-47ca-b4c9-3527c6e5984b,94,weekday,charging_hub_town,60,1.0
9f16700c-f287-4d5f-a143-6eb362565777,95,weekday,charging_hub_town,60,1.0
51bf6562-b6a9-4c1a-bbc0-b3b9082c7410,0,weekday,charging_hub_highway,60,1.0
25497414-ddc2-4304-a813-2ba93c00d55e,1,weekday,charging_hub_highway,60,1.0
e5bfcc24-1d8e-4668-ba1f-0d2288a25c50,2,weekday,charging_hub_highway,60,1.0
127a7b5b-aa58-4a73-84ec-0dc000cebd8f,3,weekday,charging_hub_highway,60,1.0
d068bd5f-8fa3-43bf-8b86-83786b5fdf8b,4,weekday,charging_hub_highway,60,1.0
df55ff0f-0078-4678-b4d5-76bf85e13308,5,weekday,charging_hub_highway,60,1.0
9a3e3ad0-215d-4500-a92e-dbc6ad431596,6,weekday,charging_hub_highway,60,1.0
0b6e59db-4f1b-4a52-8d54-06c89e78721a,7,weekday,charging_hub_highway,60,1.0
28f075aa-f5fa-4a04-9339-0c1eb22ea683,8,weekday,charging_hub_highway,60,1.0
fa85f3c3-a4cc-4a2d-b33c-43ac5fcf1dcb,9,weekday,charging_hub_highway,60,1.0
69c50a42-8c89-4bde-93ab-bb001109d62c,10,weekday,charging_hub_highway,60,1.0
cbc10111-188d-44e4-874c-635dfae284e3,11,weekday,charging_hub_highway,60,1.0
0a528638-e855-4ed3-8728-d9d40282a091,12,weekday,charging_hub_highway,60,1.0
257bad6c-020b-4a59-ae1d-4bd8c8cb38c5,13,weekday,charging_hub_highway,60,1.0
b4a16a1b-5e8d-4b49-8f95-a8a1735ff553,14,weekday,charging_hub_highway,60,1.0
fc310de7-c99c-4dd2-a48d-c060e4c00359,15,weekday,charging_hub_highway,60,1.0
da12fbe7-e1eb-4de3-9236-d391e39590af,16,weekday,charging_hub_highway,60,1.0
1ffaad7b-c681-4ecf-824a-745a448aac9c,17,weekday,charging_hub_highway,60,1.0
f46f00a7-4bf1-4310-ac53-c3baf0123f5e,18,weekday,charging_hub_highway,60,1.0
8c29ddd6-f1bc-4609-8f5b-7426164fdbc3,19,weekday,charging_hub_highway,60,1.0
10dd8928-edfa-4dbb-b968-3ec76af974df,20,weekday,charging_hub_highway,60,1.0
3002b1f3-f48f-4319-a7cf-029118bb12ad,21,weekday,charging_hub_highway,60,1.0
ee90efcf-b302-4ba9-a767-a8b379b17cb8,22,weekday,charging_hub_highway,60,1.0
bd421246-8c2d-4636-9f13-2765543759e3,23,weekday,charging_hub_highway,60,1.0
6c2271ad-9cfc-4bb7-8b2e-54cf371766bd,24,weekday,charging_hub_highway,60,1.0
18b3dc95-f500-4d37-b2a3-a20e4c27ea67,25,weekday,charging_hub_highway,60,1.0
d0bcfd43-d9dc-4a79-98dd-2a60c39859ae,26,weekday,charging_hub_highway,60,1.0
73151863-3f84-42c2-8bff-62cce3fc1d6a,27,weekday,charging_hub_highway,60,1.0
76c29373-4cfb-4a24-a745-77f0ecfbddb9,28,weekday,charging_hub_highway,60,1.0
78247098-b1a5-49a6-9a2a-73c60e3b70f4,29,weekday,charging_hub_highway,60,1.0
3848fd50-5fb3-4b26-9426-67be4922aefd,30,weekday,charging_hub_highway,60,1.0
0d9f91d3-fc41-4d65-900b-1fdcf58fc926,31,weekday,charging_hub_highway,60,1.0
464adca3-90d2-4c2c-87af-e2fcde041a0d,32,weekday,charging_hub_highway,60,1.0
835ae9dd-5480-4880-a0f7-5e8b64bdf68a,33,weekday,charging_hub_highway,60,1.0
51902e31-9ff6-4d37-8d89-a73a1c5316ce,34,weekday,charging_hub_highway,60,1.0
4874bb14-cb90-4a62-aafe-1bab9d053d14,35,weekday,charging_hub_highway,60,1.0
ddd7616f-b2ac-4edb-b4e9-4462eafdac8a,36,weekday,charging_hub_highway,60,1.0
83529bdd-9b98-4fee-ad5a-f0a9eaf59467,37,weekday,charging_hub_highway,60,1.0
a80eae8a-9f55-4d14-adf9-9dcac5d23fb3,38,weekday,charging_hub_highway,60,1.0
de9b8b8b-7f3e-4cd9-9d4e-8de3557a390a,39,weekday,charging_hub_highway,60,1.0
0a82713e-79f5-45f7-8ac0-13ba57536707,40,weekday,charging_hub_highway,60,1.0
a2509fa4-fa5e-40af-bf46-c87b4591d1d7,41,weekday,charging_hub_highway,60,1.0
3f285578-34d9-4602-af29-51b6ed768c79,42,weekday,charging_hub_highway,60,1.0
0dbd9eed-8d97-4fa4-9895-6728037b64c5,43,weekday,charging_hub_highway,60,1.0
ccf14a9e-a699-437f-97d7-958f04b0bc80,44,weekday,charging_hub_highway,60,1.0
810e17ad-1857-4186-9aaa-ea390ad5b998,45,weekday,charging_hub_highway,60,1.0
2aa9c370-9548-4605-85fe-6c1f0e6077b9,46,weekday,charging_hub_highway,60,1.0
487fff4f-3ce3-4100-a1f7-bcefd475d7fb,47,weekday,charging_hub_highway,60,1.0
13a25cba-1c9f-4114-bb2b-59133372cdb6,48,weekday,charging_hub_highway,60,1.0
be0182db-a0b7-42af-8522-dd3b7582a779,49,weekday,charging_hub_highway,60,1.0
23933f0d-9d15-4d53-b66a-ac9feb8bbc9c,50,weekday,charging_hub_highway,60,1.0
192bb07c-72c0-4162-9fc5-51c5baf7d395,51,weekday,charging_hub_highway,60,1.0
05df0273-66ce-48f6-bf24-241f197db41a,52,weekday,charging_hub_highway,60,1.0
b6cbd472-f35b-45b1-b8f9-c7916d5110d4,53,weekday,charging_hub_highway,60,1.0
c907490c-1f51-4c29-afa4-a4884f6cfec1,54,weekday,charging_hub_highway,60,1.0
a36a3b6e-06c6-49cc-9900-21fbc32f24d8,55,weekday,charging_hub_highway,60,1.0
9df5b060-bdf6-4b35-aef1-9a962ae136b1,56,weekday,charging_hub_highway,60,1.0
0647078c-85fc-4129-a47b-53af8dd448d3,57,weekday,charging_hub_highway,60,1.0
3805ea3e-d37b-440b-a677-3f10d661ebb6,58,weekday,charging_hub_highway,60,1.0
0df4ec2d-784a-40c5-a169-62e3cf7d7eba,59,weekday,charging_hub_highway,60,1.0
dae4b826-c381-4fd4-92dc-014272ba867a,60,weekday,charging_hub_highway,60,1.0
2ca11c3b-9576-4a73-99d7-f22ab7f9fb02,61,weekday,charging_hub_highway,60,1.0
92b38e99-1ed8-4fec-9037-c5c7d941d536,62,weekday,charging_hub_highway,60,1.0
721a5a48-badb-4a65-83a9-406933a8ac63,63,weekday,charging_hub_highway,60,1.0
36e3dc88-00b3-4f80-acbd-a55f7c85b534,64,weekday,charging_hub_highway,60,1.0
2c63c337-d9e3-46d5-83bf-1c900c600e3f,65,weekday,charging_hub_highway,60,1.0
